centroid,centroid_name,GSL,Misc,SevierLake,TooleLake,WestDesert
-111.882872_40.847279,centroid_308,74.74,7.82,1.11,1.17,15.15
-111.883523_40.60328,centroid_309,63.89,10.31,2.8,0.87,22.12
-111.883623_40.293274,centroid_310,50.15,13.34,7.37,0.64,28.5
-111.883824_40.876949,centroid_311,74.11,7.82,1.0,1.11,15.96
-111.883872_40.77208,centroid_312,72.22,8.04,1.47,0.78,17.49
-111.884464_40.976161,centroid_313,67.49,9.41,0.69,2.31,20.11
-111.884545_40.862897,centroid_314,75.15,7.45,1.0,1.1,15.28
-111.885089_40.792854,centroid_315,74.57,7.69,1.37,0.86,15.51
-111.886449_40.511462,centroid_316,57.6,12.14,6.63,0.72,22.91
-111.891352_40.929521,centroid_317,65.33,10.1,0.86,1.69,22.02
-111.892787_40.773742,centroid_318,72.47,8.13,1.37,0.8,17.23
-111.893005_40.414866,centroid_319,50.01,14.0,9.78,0.59,25.63
-111.893719_40.689976,centroid_320,69.43,8.83,1.74,0.79,19.2
-111.894162_40.67293,centroid_321,68.49,9.06,1.63,0.83,19.99
-111.894345_40.63967,centroid_322,66.26,9.62,1.91,0.93,21.28
-111.894446_40.759154,centroid_323,72.54,7.89,1.41,0.75,17.41
-111.894572_40.738365,centroid_324,71.98,8.1,1.45,0.73,17.75
-111.895844_40.780716,centroid_325,73.92,7.9,1.26,0.76,16.17
-111.895943_40.618485,centroid_326,64.63,10.02,2.48,0.85,22.01
-111.896706_40.598219,centroid_327,63.55,10.06,2.79,0.91,22.69
-111.897019_40.835373,centroid_328,76.37,7.06,0.89,0.97,14.72
-111.898457_40.431784,centroid_329,51.73,13.64,9.6,0.67,24.36
-111.898477_41.004626,centroid_330,64.79,10.23,0.46,2.42,22.1
-111.898566_40.848982,centroid_331,77.15,6.53,0.79,0.81,14.73
-111.898917_40.712146,centroid_332,70.67,8.28,1.53,0.77,18.75
-111.900611_40.763008,centroid_333,73.42,7.92,1.31,0.74,16.61
-111.901059_40.577081,centroid_334,62.93,10.62,2.86,0.96,22.63
-111.901096_40.381123,centroid_335,50.27,13.55,9.08,0.57,26.53
-111.90145_40.313771,centroid_336,51.03,12.71,7.82,0.64,27.8
-111.903059_40.494693,centroid_337,56.56,12.33,6.67,0.68,23.76
-111.903409_40.874213,centroid_338,75.63,7.03,0.8,0.88,15.66
-111.90514_41.046788,centroid_339,63.83,10.77,0.43,2.57,22.4
-111.905287_40.777647,centroid_340,74.06,7.39,1.19,0.77,16.59
-111.905345_40.512322,centroid_341,57.6,11.59,5.77,0.79,24.25
-111.90667_40.768582,centroid_342,74.24,7.38,1.25,0.69,16.43
-111.908197_40.548717,centroid_343,60.51,10.82,2.9,1.0,24.77
-111.909774_40.60506,centroid_344,64.3,10.31,2.6,0.86,21.93
-111.91017_40.344548,centroid_345,48.46,13.4,8.96,0.66,28.53
-111.910584_40.640952,centroid_346,66.61,9.67,1.86,1.0,20.86
-111.911927_40.404989,centroid_347,50.28,13.71,9.58,0.6,25.83
-111.912153_40.657018,centroid_348,67.11,9.31,1.86,0.96,20.76
-111.913802_40.69076,centroid_349,69.96,8.66,1.59,0.73,19.06
-111.91454_40.617895,centroid_350,64.51,10.08,2.35,0.87,22.19
-111.917798_40.669424,centroid_351,68.78,8.9,1.63,0.87,19.81
-111.917933_40.759681,centroid_352,73.04,7.49,1.23,0.74,17.5
-111.918759_40.997252,centroid_353,60.06,11.03,0.38,2.38,26.15
-111.919045_40.377528,centroid_354,49.61,13.53,9.3,0.54,27.02
-111.919316_40.979235,centroid_355,62.15,10.0,0.37,1.94,25.53
-111.919332_40.871186,centroid_356,77.78,6.33,0.59,0.81,14.49
-111.919482_41.118309,centroid_357,61.0,10.78,0.37,1.85,25.99
-111.921111_40.678954,centroid_358,68.75,8.84,1.67,0.8,19.95
-111.921231_40.88004,centroid_359,76.88,6.41,0.53,0.94,15.24
-111.922588_40.558313,centroid_360,61.48,10.91,2.78,1.02,23.81
-111.92275_40.786583,centroid_361,75.36,7.16,0.9,0.82,15.75
-111.923191_40.47861,centroid_362,56.39,12.4,6.44,0.84,23.94
-111.924105_40.777249,centroid_363,75.52,7.17,0.96,0.84,15.51
-111.924804_40.335698,centroid_364,46.57,13.81,9.17,0.64,29.81
-111.925071_41.155453,centroid_365,62.02,11.03,0.42,2.46,24.08
-111.925578_40.604733,centroid_366,64.72,10.31,2.39,0.86,21.73
-111.925846_41.030577,centroid_367,59.71,10.99,0.46,2.4,26.43
-111.926215_40.744741,centroid_368,71.88,8.02,1.25,0.7,18.14
-111.926241_40.851811,centroid_369,78.62,6.07,0.49,0.7,14.13
-111.927711_40.736088,centroid_370,71.37,8.47,1.39,0.66,18.1
-111.928688_40.399346,centroid_371,49.9,13.53,9.77,0.6,26.2
-111.928991_40.65544,centroid_372,67.42,9.2,1.77,0.92,20.69
-111.929727_41.081537,centroid_373,62.21,10.6,0.34,2.0,24.84
-111.929731_40.530127,centroid_374,59.95,11.05,3.35,1.04,24.62
-111.930032_41.01509,centroid_375,58.98,11.05,0.44,2.07,27.46
-111.930398_40.690919,centroid_376,69.42,8.47,1.53,0.73,19.85
-111.930969_40.511697,centroid_377,58.21,11.65,4.73,1.03,24.38
-111.931051_40.754179,centroid_378,72.7,7.84,1.15,0.79,17.52
-111.931138_41.046136,centroid_379,58.42,11.21,0.55,2.4,27.41
-111.93148_41.096188,centroid_380,63.04,10.67,0.45,1.88,23.97
-111.932342_40.761639,centroid_381,73.45,7.41,0.97,0.83,17.33
-111.93295_40.799939,centroid_382,76.67,6.57,0.79,0.84,15.13
-111.933313_40.675933,centroid_383,69.35,8.94,1.67,0.76,19.28
-111.934071_40.623527,centroid_384,65.88,9.96,1.94,0.98,21.24
-111.934084_40.592789,centroid_385,63.67,9.99,2.29,0.99,23.06
-111.934301_40.711598,centroid_386,70.75,8.43,1.41,0.64,18.78
-111.9393_41.227183,centroid_387,58.21,11.35,0.32,2.32,27.79
-111.939733_40.792705,centroid_388,76.05,6.8,0.73,0.8,15.61
-111.940056_40.641576,centroid_389,67.34,9.36,1.71,1.04,20.55
-111.940642_41.173851,centroid_390,59.61,11.28,0.4,2.09,26.63
-111.940766_41.217122,centroid_391,59.25,11.3,0.37,2.22,26.87
-111.941215_41.083909,centroid_392,62.44,10.85,0.37,1.8,24.54
-111.941272_41.056129,centroid_393,58.91,11.31,0.4,2.04,27.33
-111.941333_41.199064,centroid_394,61.19,11.17,0.41,2.25,24.99
-111.942532_41.247578,centroid_395,58.06,11.62,0.35,2.48,27.49
-111.942826_40.571728,centroid_396,62.88,10.67,2.49,1.16,22.8
-111.94356_40.777338,centroid_397,74.44,7.34,0.84,0.82,16.56
-111.943652_40.55176,centroid_398,61.9,10.57,2.55,1.13,23.86
-111.943836_40.686598,centroid_399,69.87,8.62,1.42,0.7,19.38
-111.9439_40.621723,centroid_400,65.86,9.56,1.94,0.98,21.65
-111.944043_40.590137,centroid_401,62.92,10.2,2.08,1.0,23.8
-111.944538_41.122226,centroid_402,62.55,10.88,0.33,1.82,24.42
-111.944691_40.706825,centroid_403,70.6,8.07,1.38,0.64,19.32
-111.94496_41.068263,centroid_404,60.77,11.22,0.37,1.99,25.64
-111.945068_40.79562,centroid_405,76.16,6.74,0.65,0.84,15.61
-111.946263_40.656115,centroid_406,68.05,9.36,1.65,0.88,20.05
-111.947187_40.692683,centroid_407,70.36,8.53,1.37,0.67,19.06
-111.947479_40.675709,centroid_408,69.84,8.71,1.49,0.77,19.18
-111.94759_41.019595,centroid_409,61.63,10.45,0.33,1.94,25.66
-111.948048_40.530825,centroid_410,60.76,11.07,2.78,1.18,24.21
-111.948176_40.512455,centroid_411,58.58,11.85,4.16,1.02,24.39
-111.948691_41.661653,centroid_412,31.08,19.45,0.18,1.85,47.44
-111.948758_41.154417,centroid_413,60.63,11.12,0.37,1.84,26.03
-111.94913_41.310725,centroid_414,56.09,11.98,0.28,2.48,29.17
-111.949585_41.260822,centroid_415,57.89,11.69,0.29,2.47,27.67
-111.953392_41.225632,centroid_416,60.08,10.71,0.3,2.04,26.86
-111.953453_41.197429,centroid_417,61.25,10.96,0.3,1.95,25.54
-111.953459_41.855698,centroid_418,21.09,22.23,0.1,1.56,55.02
-111.954802_41.318583,centroid_419,54.65,11.97,0.3,2.55,30.52
-111.956877_41.296637,centroid_420,56.42,11.77,0.32,2.47,29.02
-111.957299_40.616163,centroid_421,66.29,9.55,1.78,1.04,21.35
-111.957363_41.211189,centroid_422,60.45,10.86,0.27,1.9,26.53
-111.957765_40.632023,centroid_423,67.85,9.38,1.74,1.07,19.95
-111.95837_41.242293,centroid_424,58.86,11.53,0.35,2.18,27.07
-111.95845_40.60327,centroid_425,65.38,9.84,1.95,0.93,21.9
-111.958641_41.2164,centroid_426,60.76,11.26,0.29,2.0,25.7
-111.959008_41.176728,centroid_427,61.25,10.86,0.31,1.71,25.87
-111.959194_41.282302,centroid_428,57.06,11.74,0.39,2.41,28.39
-111.959583_40.660737,centroid_429,69.47,8.6,1.56,0.84,19.53
-111.960089_40.355034,centroid_430,38.64,16.14,10.57,0.73,33.92
-111.96022_40.690792,centroid_431,70.83,8.44,1.43,0.67,18.63
-111.960315_40.372252,centroid_432,39.64,16.43,11.28,0.64,32.0
-111.960869_40.488003,centroid_433,57.67,12.13,4.66,0.83,24.7
-111.961602_41.272077,centroid_434,56.99,11.91,0.36,2.48,28.25
-111.961721_40.675876,centroid_435,69.73,8.71,1.44,0.75,19.37
-111.962521_40.645717,centroid_436,68.25,8.78,1.57,0.93,20.47
-111.962649_40.588946,centroid_437,65.26,10.01,1.99,1.08,21.67
-111.963274_41.204051,centroid_438,60.18,10.85,0.3,1.75,26.92
-111.964209_41.226269,centroid_439,59.77,10.91,0.3,1.88,27.14
-111.964559_40.700084,centroid_440,71.67,8.01,1.32,0.66,18.35
-111.965115_41.2587,centroid_441,57.14,11.98,0.33,2.26,28.3
-111.965807_40.551035,centroid_442,62.75,10.52,2.21,1.27,23.25
-111.965989_40.708888,centroid_443,71.91,8.0,1.16,0.64,18.28
-111.96665_41.024307,centroid_444,65.29,9.59,0.3,1.65,23.16
-111.968218_41.193171,centroid_445,61.16,10.47,0.35,1.69,26.32
-111.968334_41.095162,centroid_446,61.92,10.73,0.41,1.76,25.18
-111.968683_41.082159,centroid_447,61.73,10.72,0.4,1.79,25.36
-111.9686_41.063783,centroid_448,61.74,10.86,0.3,1.76,25.35
-111.968726_40.772193,centroid_449,74.39,7.14,0.61,0.85,17.01
-111.969202_40.510658,centroid_450,59.7,11.54,3.63,0.95,24.19
-111.969521_40.688171,centroid_451,71.35,8.26,1.28,0.67,18.45
-111.971081_40.572403,centroid_452,64.87,10.16,2.02,1.23,21.72
-111.972082_40.616407,centroid_453,67.12,9.38,1.7,1.11,20.7
-111.972178_40.675112,centroid_454,71.0,8.56,1.34,0.79,18.3
-111.973179_41.226044,centroid_455,59.11,11.05,0.27,1.97,27.6
-111.973573_40.604184,centroid_456,66.51,9.69,1.84,1.01,20.94
-111.974005_40.531144,centroid_457,62.57,10.47,2.19,1.18,23.59
-111.974155_41.212538,centroid_458,59.66,10.79,0.27,1.72,27.57
-111.97438_41.203082,centroid_459,58.97,11.09,0.33,1.72,27.89
-111.975047_41.239805,centroid_460,57.26,11.09,0.21,1.96,29.48
-111.975796_40.631238,centroid_461,68.81,8.99,1.66,1.1,19.44
-111.975978_40.544886,centroid_462,63.79,10.51,2.08,1.26,22.36
-111.976022_40.660124,centroid_463,69.74,8.44,1.43,0.83,19.55
-111.977644_40.646834,centroid_464,69.97,8.78,1.45,0.92,18.87
-111.978806_41.179923,centroid_465,62.85,10.5,0.23,1.63,24.79
-111.979543_41.258746,centroid_466,57.07,11.38,0.24,2.16,29.15
-111.980286_41.169234,centroid_467,63.38,10.31,0.3,1.51,24.5
-111.980431_41.284824,centroid_468,56.66,12.0,0.32,2.37,28.64
-111.981298_41.04229,centroid_469,66.24,9.61,0.27,1.59,22.28
-111.981719_41.099645,centroid_470,64.09,10.66,0.35,1.69,23.2
-111.982206_40.688298,centroid_471,72.47,7.84,1.22,0.67,17.79
-111.982771_40.674941,centroid_472,72.0,8.31,1.23,0.86,17.6
-111.983151_41.326667,centroid_473,55.45,12.04,0.31,2.44,29.76
-111.983191_40.357191,centroid_474,34.52,17.64,11.4,0.84,35.6
-111.984192_40.558121,centroid_475,64.47,10.21,2.05,1.28,21.99
-111.985378_41.114437,centroid_476,63.2,10.26,0.33,1.7,24.51
-111.985541_40.628845,centroid_477,69.01,8.96,1.5,1.13,19.4
-111.98624_41.299845,centroid_478,55.46,11.52,0.27,2.36,30.39
-111.987143_41.054503,centroid_479,65.64,9.34,0.28,1.66,23.09
-111.987762_40.584366,centroid_480,66.42,9.34,1.79,1.15,21.3
-111.988183_40.486484,centroid_481,58.22,12.07,3.13,1.13,25.46
-111.989418_41.940102,centroid_482,18.85,22.16,0.13,1.53,57.32
-111.989566_41.095744,centroid_483,65.66,9.75,0.25,1.58,22.75
-111.989971_41.260981,centroid_484,56.7,11.54,0.22,2.22,29.32
-111.990743_40.700582,centroid_485,72.86,7.75,0.99,0.62,17.79
-111.992476_40.643452,centroid_486,71.09,8.48,1.27,0.93,18.22
-111.993479_40.59462,centroid_487,66.86,9.35,1.71,1.14,20.95
-111.993725_40.363105,centroid_488,33.78,17.68,10.69,0.92,36.93
-111.99379_41.081887,centroid_489,65.8,9.7,0.28,1.61,22.61
-111.994723_40.660784,centroid_490,71.8,8.19,1.13,0.89,17.99
-111.995243_40.572848,centroid_491,66.67,9.48,1.78,1.26,20.81
-111.995718_40.674288,centroid_492,71.63,8.02,1.06,0.84,18.44
-111.995826_40.616686,centroid_493,69.02,9.1,1.48,1.13,19.27
-111.996017_40.556347,centroid_494,65.6,9.89,2.02,1.29,21.2
-111.996204_40.688709,centroid_495,72.42,7.8,1.03,0.7,18.04
-111.99729_40.64703,centroid_496,71.45,8.35,1.22,0.98,18.0
-111.997813_41.188851,centroid_497,61.97,10.7,0.27,1.74,25.32
-111.998657_41.219744,centroid_498,58.07,11.35,0.22,1.81,28.54
-112.000428_41.31434,centroid_499,55.31,11.63,0.17,2.37,30.51
-112.000709_40.529665,centroid_500,62.73,10.27,2.12,1.26,23.62
-112.001492_40.541008,centroid_501,64.08,10.09,2.0,1.31,22.52
-112.001644_41.10941,centroid_502,67.84,9.3,0.33,1.55,20.98
-112.003382_41.521646,centroid_503,43.71,15.19,0.15,1.66,39.28
-112.003874_40.617978,centroid_504,69.71,8.99,1.49,1.18,18.63
-112.00425_40.70772,centroid_505,73.9,7.47,0.82,0.69,17.12
-112.004627_41.172579,centroid_506,64.84,10.58,0.21,1.59,22.78
-112.007187_40.662033,centroid_507,71.99,7.97,1.15,0.94,17.95
-112.007791_40.31239,centroid_508,31.47,17.76,11.73,0.85,38.18
-112.008483_41.516544,centroid_509,45.93,14.73,0.13,1.83,37.37
-112.008946_41.267921,centroid_510,55.24,11.71,0.26,2.08,30.71
-112.00913_40.645508,centroid_511,71.12,8.61,1.19,1.02,18.06
-112.009192_41.497793,centroid_512,45.05,15.07,0.16,1.91,37.82
-112.009729_40.483189,centroid_513,59.16,12.04,2.61,1.21,24.98
-112.010258_41.097492,centroid_514,67.72,9.43,0.22,1.51,21.12
-112.011518_40.558685,centroid_515,65.4,10.03,1.79,1.39,21.38
-112.011919_40.30206,centroid_516,31.02,18.0,11.49,0.86,38.63
-112.012235_40.493281,centroid_517,59.55,12.02,2.42,1.27,24.73
-112.012244_40.616436,centroid_518,70.13,8.86,1.35,1.26,18.4
-112.012293_40.678312,centroid_519,72.63,7.82,1.04,0.87,17.63
-112.013095_40.593192,centroid_520,68.41,9.47,1.63,1.32,19.17
-112.013694_41.081241,centroid_521,68.07,8.9,0.23,1.49,21.32
-112.013799_40.502771,centroid_522,60.88,11.47,2.39,1.1,24.16
-112.013847_40.514439,centroid_523,61.75,10.9,2.07,1.52,23.76
-112.013886_40.700084,centroid_524,73.21,7.54,0.87,0.72,17.66
-112.013913_40.68891,centroid_525,72.22,7.74,0.97,0.76,18.31
-112.015179_41.41467,centroid_526,53.54,11.7,0.19,2.22,32.36
-112.015221_40.634595,centroid_527,70.47,8.5,1.22,1.2,18.61
-112.015384_40.672285,centroid_528,73.24,7.79,0.91,0.89,17.16
-112.015703_40.627586,centroid_529,70.39,8.74,1.28,1.27,18.33
-112.016916_41.112229,centroid_530,68.22,9.24,0.31,1.45,20.78
-112.01748_40.360281,centroid_531,33.3,18.65,9.71,1.11,37.24
-112.017792_40.658171,centroid_532,71.69,8.04,1.03,0.96,18.29
-112.019615_40.603192,centroid_533,69.2,9.11,1.37,1.38,18.94
-112.019787_40.646025,centroid_534,70.94,8.1,1.11,1.01,18.84
-112.020384_41.076257,centroid_535,69.87,8.58,0.21,1.38,19.96
-112.023359_40.527993,centroid_536,62.21,10.89,1.93,1.42,23.56
-112.023602_41.521734,centroid_537,45.33,14.28,0.13,1.92,38.34
-112.024698_41.495513,centroid_538,45.26,14.6,0.13,2.01,38.0
-112.028804_40.565908,centroid_539,66.11,10.27,1.72,1.48,20.43
-112.030471_41.18391,centroid_540,64.51,10.51,0.29,1.58,23.12
-112.030958_41.081032,centroid_541,70.76,8.51,0.25,1.35,19.13
-112.031147_41.466594,centroid_542,51.46,12.93,0.19,1.96,33.46
-112.031495_41.140322,centroid_543,67.06,9.26,0.21,1.49,21.97
-112.032504_40.501352,centroid_544,60.0,11.71,2.25,1.26,24.78
-112.032898_40.64508,centroid_545,71.91,8.51,1.07,1.16,17.35
-112.033318_41.169763,centroid_546,65.96,10.0,0.23,1.48,22.32
-112.033448_41.093148,centroid_547,69.85,8.53,0.23,1.31,20.08
-112.034503_41.118399,centroid_548,69.7,8.74,0.2,1.43,19.93
-112.034807_40.628157,centroid_549,71.07,8.61,1.11,1.43,17.78
-112.035582_40.667654,centroid_550,72.3,8.2,0.98,0.99,17.54
-112.036508_40.68917,centroid_551,73.61,7.73,0.95,0.96,16.74
-112.037258_40.678028,centroid_552,73.06,7.96,0.95,0.95,17.09
-112.037353_41.072467,centroid_553,71.89,8.06,0.22,1.25,18.57
-112.038548_40.634744,centroid_554,70.83,8.5,1.01,1.5,18.16
-112.041071_41.31379,centroid_555,55.59,11.64,0.18,2.18,30.42
-112.043027_41.190524,centroid_556,65.19,9.93,0.18,1.57,23.13
-112.043257_40.61559,centroid_557,69.25,9.39,1.15,1.75,18.46
-112.043544_40.48659,centroid_558,56.45,12.33,2.92,1.48,26.82
-112.044004_41.224744,centroid_559,61.64,10.42,0.2,1.55,26.19
-112.04462_41.157065,centroid_560,65.79,10.0,0.22,1.41,22.57
-112.04464_40.416998,centroid_561,47.45,15.01,5.65,1.17,30.72
-112.044962_40.600452,centroid_562,67.87,9.89,1.27,1.83,19.14
-112.045491_41.132929,centroid_563,69.1,8.93,0.19,1.35,20.43
-112.045816_40.708437,centroid_564,73.72,6.96,0.48,0.89,17.95
-112.046692_40.700374,centroid_565,74.43,7.29,0.58,1.0,16.71
-112.046806_41.146064,centroid_566,67.59,9.19,0.21,1.37,21.65
-112.049536_41.16899,centroid_567,65.7,9.63,0.24,1.46,22.98
-112.053406_40.688611,centroid_568,73.33,7.49,0.71,1.1,17.36
-112.054229_41.117017,centroid_569,72.48,7.95,0.19,1.18,18.21
-112.054838_41.096721,centroid_570,73.64,7.41,0.12,1.14,17.68
-112.056705_41.075043,centroid_571,73.97,7.37,0.22,1.14,17.31
-112.057071_41.297894,centroid_572,58.91,10.87,0.17,1.84,28.2
-112.059323_41.084175,centroid_573,74.46,7.24,0.15,1.08,17.08
-112.060049_41.169206,centroid_574,66.31,9.82,0.2,1.49,22.17
-112.061717_41.261283,centroid_575,62.52,9.96,0.12,1.63,25.78
-112.062091_40.612222,centroid_576,69.01,9.62,1.09,2.02,18.27
-112.063742_41.070749,centroid_577,74.93,7.2,0.14,1.09,16.63
-112.06381_40.509627,centroid_578,56.39,12.61,1.98,1.24,27.78
-112.066518_41.183627,centroid_579,67.35,9.59,0.15,1.43,21.47
-112.07398_41.145399,centroid_580,72.81,7.72,0.18,1.14,18.15
-112.074928_41.158589,centroid_581,71.67,8.05,0.13,1.16,18.99
-112.075156_41.169796,centroid_582,69.94,8.79,0.24,1.28,19.74
-112.076139_40.690921,centroid_583,73.75,7.31,0.45,1.27,17.22
-112.077923_40.708853,centroid_584,74.29,7.03,0.37,0.97,17.33
-112.078284_41.202736,centroid_585,66.04,9.71,0.17,1.37,22.71
-112.078782_41.110175,centroid_586,76.73,6.51,0.15,0.97,15.64
-112.078848_40.700035,centroid_587,74.86,7.2,0.39,1.18,16.37
-112.086272_41.136578,centroid_588,75.89,6.92,0.15,1.0,16.05
-112.092658_41.171545,centroid_589,72.96,7.67,0.11,1.08,18.18
-112.098484_40.696911,centroid_590,74.49,7.15,0.36,1.39,16.6
-112.101679_40.709435,centroid_591,74.71,6.92,0.26,1.13,16.97
-112.1043_41.103239,centroid_592,79.59,5.72,0.09,0.77,13.83
-112.107403_41.287287,centroid_593,68.27,8.91,0.11,1.29,21.42
-112.123063_41.734328,centroid_594,22.08,21.08,0.08,1.26,55.49
-112.124018_41.174112,centroid_595,80.59,5.47,0.07,0.78,13.1
-112.155021_41.709816,centroid_596,20.56,21.2,0.11,1.46,56.67
-112.167066_41.621077,centroid_597,27.9,18.95,0.09,1.49,51.57
-112.181054_41.710585,centroid_598,21.75,21.34,0.08,1.71,55.12
-112.267332_40.622361,centroid_599,75.17,6.58,0.18,0.93,17.14
-112.278959_40.546065,centroid_600,75.31,6.27,0.23,1.09,17.1
-112.28466_40.556315,centroid_601,76.7,6.11,0.19,1.02,15.99
-112.286172_40.536135,centroid_602,74.97,6.64,0.24,1.24,16.9
-112.286607_40.526169,centroid_603,73.7,7.14,0.21,1.32,17.63
-112.289386_40.545078,centroid_604,76.2,6.13,0.2,1.15,16.33
-112.303612_40.627414,centroid_605,77.36,6.13,0.1,0.99,15.41
-112.307294_40.523776,centroid_606,75.32,6.54,0.26,1.36,16.51
-112.307624_40.54359,centroid_607,76.94,6.05,0.21,1.23,15.57
-112.308397_40.639212,centroid_608,78.94,6.03,0.08,0.97,13.98
-112.320972_40.516891,centroid_609,75.83,6.08,0.2,1.21,16.66
-112.332731_40.572103,centroid_610,79.24,5.3,0.04,0.97,14.45
-112.371582_40.420927,centroid_611,72.73,5.85,0.17,1.29,19.96
-112.406054_40.607924,centroid_612,78.81,5.3,0.01,1.07,14.8
-112.425961_41.80798,centroid_613,17.89,27.64,0.06,1.16,53.26
-112.460734_40.594616,centroid_614,80.61,4.74,0.0,0.9,13.75
-112.500689_40.850611,centroid_615,79.78,6.5,0.01,0.44,13.27
-113.660482_40.562716,centroid_616,0.1,1.68,0.0,0.0,98.21
